Timestamp,Select gender,Postal zone(e.g Kingston 2) ,Please select your age group,What is your usual craving for Jamaican breakfast?,Which of these popular Jamaican sides would you pair with your breakfast? ,What do you usually order for a light breakfast?,Which meat type do you prefer?,Which of these would you typically order for lunch? ,And what side dish would you choose to go with that? ,Which of these cooking styles or flavors do you enjoy the most in your meals? ,Which of these popular Jamaican Juices would you choose with your lunch? ,What drink would you most likely order with your lunch? ,Which of these smoothie combinations sounds most refreshing to you?
3/25/2025 23:47:57,Female,,Young Adult (20 - 29),Ackee & Saltfish,"Ground Provision/ Soul Food, Fry Dumpling","Pancakes, French Toast, Waffles, Bacon, Scrambled Eggs, Sandwich, Sausage","Chicken, Pork, Goat, Beef",Barbe-Fry Chicken,"Rice and Peas, Alfredo pasta, Mashed potatoes","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice, Juneplum Juice, Guava pineapple Juice, Orange Juice",Box drink,Fruits (with milk)
3/26/2025 5:34:58,Female,JMACE25,Young Adult (20 - 29),Pizza or Burger,"Ground Provision/ Soul Food, Fry Dumpling, Boiled Dumpling, Breadfruit",Porridge,"Chicken, Pork, Goat, Beef",Curry Goat,"Rice and Peas, Mashed potatoes, Raw vegetables salad",Chinese (eg. stir fries),"Pine & ginger Juice, Guava pineapple Juice, Orange Juice",Box drink,Fruits (with milk)
3/26/2025 6:07:14,Female,Kingston 7,Young Adult (20 - 29),Egg,sausage,"French Toast, Waffles, Bacon, Scrambled Eggs, Sausage, Fruits","Chicken, Goat, Beef",Jerk Chicken,Rice and Peas,Indian (eg. curry),Orange Juice,Cran Wata,Fruits (no milk)
3/26/2025 12:41:27,Female,Kingston 11,Young Adult (20 - 29),Sandwich consisting other items,"Fry Dumpling, Bammy, Breadfruit, Fritters, Hashbrown, Festival","Porridge, Sandwich, Fruits","Chicken, Pork, Goat, Beef",Fry Chicken,"Alfredo pasta, Mashed potatoes, Raw vegetables salad, Macaroni salad","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice, Juneplum Juice, Orange Juice",Box drink,Fruits (no milk)
3/26/2025 19:50:26,Female,Kingston 3 ,Generation x ( 45+),Ackee & Saltfish,"Ground Provision/ Soul Food, Fry Dumpling, Breadfruit","Porridge, Fruits","Chicken, Beef",Escovitch Fish,"Rice and Peas, Fries","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice, Juneplum Juice, Guava pineapple Juice",Energy drink,"Banana, oats, nutmegs, almond milk"
3/26/2025 22:07:01,Female,Kingston 3,Young Adult (20 - 29),Egg,"Fry Dumpling, Breadfruit, Fritters","Porridge, Bacon, Scrambled Eggs, Sausage, Fruits","Chicken, Pork, Goat",Fry Chicken,Rice and Peas,Chinese (eg. stir fries),Orange Juice,Box drink,Fruits (no milk)
3/26/2025 22:17:18,Male,St Catherine ,Millenials (30 - 44),Egg,Fritters,Sandwich,Chicken,Fry Chicken,Rice and Peas,Chinese (eg. stir fries),Juneplum Juice,Cran Wata,Fruits (no milk)
3/27/2025 9:19:37,Female,Kingston 7,Young Adult (20 - 29),Cooked-up Saltfish,"Boiled Dumpling, Festival",Fruits,Chicken,Bake Chicken,Rice and Peas,"Jamaican ( eg. brown stew, run down, escoveitch)","Guava pineapple Juice, Orange Juice",Soft drink,Fruits (no milk)
3/27/2025 9:29:12,Male,Kingston 19,Young Adult (20 - 29),Stew chicken ,"Ground Provision/ Soul Food, Fry Dumpling, Boiled Dumpling, Fritters, Festival","Bacon, Scrambled Eggs, Sandwich","Chicken, Pork, Goat, Beef",Fry Chicken,"Rice and Peas, Fries","Jamaican ( eg. brown stew, run down, escoveitch)",Guava pineapple Juice,Cran Wata,Fruits (with milk)
3/27/2025 9:57:43,Female,Portmore ,Young Adult (20 - 29),Beans and sausage,"Fry Dumpling, Breadfruit","Porridge, Sausage, Fruits","Chicken, Pork, Goat, Beef",Jerk Pork,"Rice and Peas, Alfredo pasta, Raw vegetables salad, Festival","Jamaican ( eg. brown stew, run down, escoveitch)","Juneplum Juice, Guava pineapple Juice, Orange Juice",Tropical Rythm,Fruits (no milk)
3/27/2025 11:06:40,Female,,Young Adult (20 - 29),Cooked-up Saltfish,"Ground Provision/ Soul Food, Bammy, Festival","Pancakes, French Toast, Waffles, Bacon, Scrambled Eggs","Chicken, Fish, Goat, Beef",Fry Chicken,"Rice and Peas, Alfredo pasta, Raw vegetables salad, Macaroni salad","Jamaican ( eg. brown stew, run down, escoveitch)",Guava pineapple Juice,Cran Wata,Fruits (no milk)
3/27/2025 12:11:15,Female,St. Catherine ,Generation x ( 45+),Ackee & Saltfish,"Ground Provision/ Soul Food, Fry Dumpling, Boiled Dumpling, Bammy, Breadfruit, Fritters, Festival","Porridge, Scrambled Eggs, Sandwich, Fruits","Chicken, Fish, Pork, Goat",Bake Chicken,"Rice and Peas, Mashed potatoes, Raw vegetables salad, Macaroni salad","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice, Juneplum Juice, Guava pineapple Juice, Beetroot Juice",Cran Wata,"Banana, oats, nutmegs, almond milk"
3/27/2025 12:21:03,Female,Kingston 20,Young Adult (20 - 29),Callaloo,"Ground Provision/ Soul Food, Fry Dumpling, Boiled Dumpling","Bacon, Scrambled Eggs, Sausage, Fruits","Chicken, Beef",Curry Goat,"White Rice, Alfredo pasta","Jamaican ( eg. brown stew, run down, escoveitch)",Guava pineapple Juice,Tropical Rythm,Fruits (no milk)
3/27/2025 12:48:03,Female,Kingston 5,Generation x ( 45+),stew chicken ,Ground Provision/ Soul Food,Fruits,Chicken,Brown Stew Fish,Raw vegetables salad,"Jamaican ( eg. brown stew, run down, escoveitch)","Guava pineapple Juice, water",water,"Spinach, Skim Milk, Chia Seeds"
3/27/2025 12:52:34,Female,Kingston ,Millenials (30 - 44),Ackee & Saltfish,"Ground Provision/ Soul Food, Fry Dumpling, Breadfruit","Porridge, Scrambled Eggs, Sausage",Chicken,Fry Chicken,"Rice and Peas, Raw vegetables salad","Jamaican ( eg. brown stew, run down, escoveitch)",Juneplum Juice,Squeeze,Dont drink smoothie 
3/27/2025 13:32:21,Female,Clarendon,Millenials (30 - 44),Ackee & Saltfish,Ground Provision/ Soul Food,"Porridge, French Toast",Beef,Stew Pork,"Rice and Peas, Raw vegetables salad","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice, Juneplum Juice, Beetroot Juice",Box drink,Fruits (no milk)
3/27/2025 13:35:54,Male,Kingston 2,Young Adult (20 - 29),Egg,Fritters,"French Toast, Bacon, Scrambled Eggs, Sausage","Chicken, Pork",Barbe-Fry Chicken,"Rice and Peas, Raw vegetables salad","Jamaican ( eg. brown stew, run down, escoveitch)",Guava pineapple Juice,Squeeze,"Banana, oats, nutmegs, almond milk"
3/27/2025 14:05:07,Female,St Elizabeth ,Generation x ( 45+),Ackee & Saltfish,Ground Provision/ Soul Food,Porridge,Chicken,Fry Chicken,Rice and Peas,"Jamaican ( eg. brown stew, run down, escoveitch)",Pine & ginger Juice,Cran Wata,Fruits (no milk)
3/27/2025 15:07:39,Female,,Young Adult (20 - 29),Ackee & Saltfish,"Fry Dumpling, Breadfruit","Bacon, Fruits","Chicken, Fish, Pork, Goat, Beef",Fry Chicken,Rice and Peas,Indian (eg. curry),Pine & ginger Juice,Soft drink,Fruits (no milk)
3/27/2025 15:08:23,Male,Kingston 19,Young Adult (20 - 29),Egg,Hashbrown,"Pancakes, Scrambled Eggs, Sausage","Chicken, Fish, Pork, Goat, Beef",Sandwich/Burger,"Rice and Peas, Alfredo pasta, Fries",Chinese (eg. stir fries),"Pine & ginger Juice, Orange Juice",Squeeze,Fruits (with milk)
3/27/2025 15:11:38,Female,St.Andrew,Young Adult (20 - 29),Callaloo,"Ground Provision/ Soul Food, Fry Dumpling, Breadfruit","Pancakes, Waffles, Fruits","Chicken, Fish, Don't eat meat",Patty,"Coco Bread, Fries",Chinese (eg. stir fries),"Pine & ginger Juice, Guava pineapple Juice, Orange Juice",Cran Wata,Fruits (no milk)
3/27/2025 15:15:20,Female,Kgn 2,Young Adult (20 - 29),Ackee & Saltfish,"Fry Dumpling, Breadfruit, Fritters, Festival","Pancakes, Bacon, Scrambled Eggs, Sausage, Fruits","Chicken, Goat",Fry Chicken,Fries,"Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice, Juneplum Juice, Orange Juice",Tropicana,Fruits (no milk)
3/27/2025 15:19:57,Female,Kingston 6,Young Adult (20 - 29),Liver,"Fry Dumpling, Breadfruit, Fritters, Hashbrown, Festival","Porridge, Sandwich, Fruits","Chicken, Goat",Fry Chicken,White Rice,Indian (eg. curry),"Pine & ginger Juice, Callaloo Juice, Juneplum Juice, Guava pineapple Juice, Beetroot Juice, Orange Juice",Energy drink,"Banana, oats, nutmegs, almond milk"
3/27/2025 16:04:18,Male,Kingston 6,Millenials (30 - 44),Ackee & Saltfish,"Ground Provision/ Soul Food, Boiled Dumpling, Breadfruit, Fritters","Porridge, Scrambled Eggs, Sandwich",Fish,"Fry Chicken, Bake Chicken, Barbe-Fry Chicken, Escovitch Fish, Brown Stew Fish","Rice and Peas, Raw vegetables salad","Vegan/Ital/Rastafarian (eg. Tofu, Veggie chunks, lentils)","Pine & ginger Juice, Juneplum Juice, Guava pineapple Juice, Beetroot Juice",Tropicana,"Banana, oats, nutmegs, almond milk"
3/27/2025 16:06:43,Female,,Young Adult (20 - 29),Ackee & Saltfish,"Fritters, Festival","Pancakes, French Toast, Waffles, Scrambled Eggs, Sausage, Fruits",Chicken,"Fry Chicken, Barbe-Fry Chicken, Patty","Rice and Peas, Coco Bread, Macaroni salad, Festival",Indian (eg. curry),"Guava pineapple Juice, Orange Juice",Cran Wata,Fruits (no milk)
3/27/2025 17:19:05,Female,,Young Adult (20 - 29),Ackee & Saltfish,Boiled Dumpling,Scrambled Eggs,Chicken,"Fry Chicken, Patty","Coco Bread, Macaroni salad","Jamaican ( eg. brown stew, run down, escoveitch)",Orange Juice,Soft drink,Fruits (no milk)
3/27/2025 17:30:41,Male, Saint Catherine,Generation x ( 45+),Ackee & Saltfish,Fry Dumpling,Porridge,Fish,Escovitch Fish,Mashed potatoes,"Jamaican ( eg. brown stew, run down, escoveitch)",Guava pineapple Juice,Box drink,"Banana, oats, nutmegs, almond milk"
3/27/2025 17:34:34,Female,Brown's Town,Young Adult (20 - 29),Beans and sausage,"Ground Provision/ Soul Food, Fry Dumpling, Boiled Dumpling, Breadfruit, Fritters, Festival","Porridge, Pancakes, French Toast, Bacon, Scrambled Eggs, Sausage","Chicken, Fish, Goat","Fry Chicken, Barbe-Fry Chicken, Curry Goat, Escovitch Fish, Patty, Pizza, Sandwich/Burger","Rice and Peas, Coco Bread, White Rice, Alfredo pasta, Mashed potatoes, Fries, Raw vegetables salad, Macaroni salad, Festival","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice, Guava pineapple Juice, Orange Juice",Tropicana,Fruits (no milk)
3/27/2025 17:53:48,Female,Kingston 5,Millenials (30 - 44),Kidney,"Ground Provision/ Soul Food, Fry Dumpling",Porridge,"Chicken, Fish, Goat","Fry Chicken, Jerk Chicken, Curry Goat","Rice and Peas, White Rice, Mashed potatoes, Fries",Indian (eg. curry),Pine & ginger Juice,Water,"Banana, oats, nutmegs, almond milk"
3/27/2025 18:05:34,Male,Kingston 6,Adult (30 - 44),Callaloo,"Ground Provision/ Soul Food, Fry Dumpling, Bammy, Breadfruit, Hashbrown, Festival","Porridge, Fruits",Don't eat meat,"Soup, Sandwich/Burger","Fries, Raw vegetables salad","Vegan/Ital/Rastafarian (eg. Tofu, Veggie chunks, lentils)","Pine & ginger Juice, Guava pineapple Juice, Beetroot Juice",Sparkling Cran Wata,"Banana, oats, nutmegs, almond milk"
3/27/2025 19:15:22,Female,Portmore ,Young Adult (20 - 29),Egg,Breadfruit,Fruits,Beef,Jerk Chicken,Alfredo pasta,Indian (eg. curry),Beetroot Juice,Cran Wata,Fruits (no milk)
3/27/2025 19:22:46,Female,Kingston 7,Young Adult (20 - 29),Ackee & Saltfish,Ground Provision/ Soul Food,Porridge,"Chicken, Fish, Pork, Goat, Beef","Fry Chicken, Jerk Chicken, Stew Pork, Soup","Rice and Peas, Raw vegetables salad","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice, Juneplum Juice",Cran Wata,Fruits (with milk)
3/27/2025 19:53:04,Female,Kingston 11,Generation x ( 45+),Cooked-up Saltfish,"Ground Provision/ Soul Food, Fry Dumpling, Boiled Dumpling, Breadfruit","French Toast, Scrambled Eggs",Chicken,Fry Chicken,"Rice and Peas, Raw vegetables salad","Jamaican ( eg. brown stew, run down, escoveitch)",Pine & ginger Juice,Cran Wata,Fruits (with milk)
3/27/2025 20:30:16,Female,Kingston 08,Young Adult (20 - 29),Egg,Fry Dumpling,"Porridge, Sandwich","Chicken, Pork, Goat, Beef","Fry Chicken, Bake Chicken, Barbe-Fry Chicken, Patty, Sandwich/Burger","Rice and Peas, Coco Bread, Alfredo pasta, Mashed potatoes, Macaroni salad","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice, Juneplum Juice, Orange Juice",Soft drink,Fruits (no milk)
3/27/2025 22:24:41,Male,,Teenager (12 - 19),Pancake,Fry Dumpling,Pancakes,Chicken,Fry Chicken,Rice and Peas,"Jamaican ( eg. brown stew, run down, escoveitch)",Orange Juice,Squeeze,None
3/27/2025 23:29:32,Male,St. Catherine ,Millennials (30 - 44),Egg,"Fry Dumpling, Breadfruit, Fritters, Festival","Scrambled Eggs, Sandwich",Chicken,Fry Chicken,"Rice and Peas, Mashed potatoes, Fries","Jamaican ( eg. brown stew, run down, escoveitch)","Juneplum Juice, Beetroot Juice, Orange Juice",Cran Wata,Fruits (with milk)
3/28/2025 1:14:46,Male,St. Catherine ,Young Adult (20 - 29),Ackee & Saltfish,Ground Provision/ Soul Food,Sandwich,Chicken,Fry Chicken,Rice and Peas,"Jamaican ( eg. brown stew, run down, escoveitch)","Guava pineapple Juice, Orange Juice",Cran Wata,"Banana, oats, nutmegs, almond milk"
3/28/2025 10:17:11,Female,Kingston 14,Young Adult (20 - 29),Liver,"Ground Provision/ Soul Food, Plantain and bread ","Porridge, Scrambled Eggs, Sandwich","Chicken, Fish, Goat, Beef","Bake Chicken, Barbe-Fry Chicken, Jerk Chicken, Mutton, Curry Goat, Soup, Patty, Pizza, Sandwich/Burger","Rice and Peas, White Rice, Fries","Jamaican ( eg. brown stew, run down, escoveitch)",Pine & ginger Juice,Cran Wata,Fruits (with milk)
3/28/2025 12:02:02,Female,Kingston 3,Generation x ( 45+),Callaloo,Fry Dumpling,Sandwich,Chicken,"Fry Chicken, Bake Chicken, Barbe-Fry Chicken, Jerk Chicken, Mutton, Curry Goat","Rice and Peas, Raw vegetables salad, Festival","Jamaican ( eg. brown stew, run down, escoveitch)",Pine & ginger Juice,Cran Wata,"Spinach, Skim Milk, Chia Seeds"
3/30/2025 17:13:42,Male,Kingston 6,Generation x ( 45+),Ackee & Saltfish,Ground Provision/ Soul Food,Scrambled Eggs,Beef,Curry Goat,Rice and Peas,Chinese (eg. stir fries),Pine & ginger Juice,water,Fruits (no milk)
3/30/2025 19:32:12,Female,Portmore ,Young Adult (20 - 29),Waffles,"Fry Dumpling, Breadfruit, Fritters","Waffles, Bacon, Fruits",Chicken,"Fry Chicken, Soup, Patty","Rice and Peas, Fries, Raw vegetables salad, Macaroni salad","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice, Guava pineapple Juice",Water,Fruits (no milk)
3/30/2025 19:46:49,Male,,Young Adult (20 - 29),Ackee & Saltfish,Boiled Dumpling,Porridge,Fish,Barbe-Fry Chicken,Rice and Peas,"Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice, Juneplum Juice, Guava pineapple Juice",Soft drink,Fruits (with milk)
3/30/2025 20:42:02,Female,St. Catherine ,Millennials (30 - 44),Beans and sausage,Breadfruit,Fruits,Chicken,Bake Chicken,Rice and Peas,"Jamaican ( eg. brown stew, run down, escoveitch)",Guava pineapple Juice,Tropical Rythm,"Spinach, Skim Milk, Chia Seeds"
3/31/2025 8:59:20,Female,Kingston 3,Generation x ( 45+),Callaloo,"Ground Provision/ Soul Food, Breadfruit",Fruits,Chicken,"Jerk Chicken, Brown Stew Fish, Soup, Patty","Rice and Peas, Mashed potatoes, Raw vegetables salad, Festival","Jamaican ( eg. brown stew, run down, escoveitch)","Guava pineapple Juice, Beetroot Juice",Energy drink,"Banana, oats, nutmegs, almond milk"
3/31/2025 9:03:10,Female,Kingston 3 ,Generation x ( 45+),Liver,Ground Provision/ Soul Food,Porridge,Fish,"Curry Goat, Soup","White Rice, Raw vegetables salad","Jamaican ( eg. brown stew, run down, escoveitch)",Guava pineapple Juice,Energy drink,"Banana, oats, nutmegs, almond milk"
3/31/2025 15:16:37,Female,,Young Adult (20 - 29),Ackee & Saltfish,"Ground Provision/ Soul Food, Fry Dumpling, Boiled Dumpling, Bammy, Breadfruit, Fritters, Hashbrown, Festival","Pancakes, French Toast, Waffles, Bacon, Scrambled Eggs, Sausage, Fruits","Chicken, Fish, Pork, Goat, Beef","Fry Chicken, Barbe-Fry Chicken, Curry Goat, Stew Pork, Soup, Patty, Sandwich/Burger","Rice and Peas, Alfredo pasta, Mashed potatoes, Fries, Raw vegetables salad, Macaroni salad, Festival","Jamaican ( eg. brown stew, run down, escoveitch)",Orange Juice,Sparkling Cran Wata,Fruits (no milk)
4/2/2025 21:24:48,Female,,Young Adult (20 - 29),Ackee & Saltfish,Festival,"Pancakes, Sandwich","Chicken, Fish, Beef",Barbe-Fry Chicken,"Rice and Peas, Macaroni salad","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice, Guava pineapple Juice, Orange Juice",Cran Wata,Fruits (with milk)
4/3/2025 10:54:32,Male,Portmore,Generation x ( 45+),Callaloo,Ground Provision/ Soul Food,Fruits,Fish,Soup,Raw vegetables salad,"Jamaican ( eg. brown stew, run down, escoveitch)",Sour Sop Juice,Water,Fruits (no milk)
4/3/2025 12:10:14,Female,,Young Adult (20 - 29),Ackee & Saltfish,"Ground Provision/ Soul Food, Boiled Dumpling, Breadfruit, Fritters, Hashbrown","Porridge, Bacon, Fruits","Chicken, Pork, Beef, shrimp","Bake Chicken, Soup, Patty, Pizza, Sandwich/Burger","Rice and Peas, White Rice, Alfredo pasta, Mashed potatoes, Fries","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice, Guava pineapple Juice, Orange Juice",Box drink,Fruits (no milk)
4/3/2025 16:01:10,Female,St Elizabeth ,Generation x ( 45+),Ackee & Saltfish,Ground Provision/ Soul Food,Porridge,Chicken,Bake Chicken,"Rice and Peas, Raw vegetables salad","Jamaican ( eg. brown stew, run down, escoveitch)",Guava pineapple Juice,Water,Fruits (with milk)
4/4/2025 16:51:54,Female,,Young Adult (20 - 29),Ackee & Saltfish,"Fry Dumpling, Boiled Dumpling, Breadfruit","Sausage, Fruits","Chicken, Pork, Beef","Fry Chicken, Bake Chicken, Barbe-Fry Chicken, Patty, Sandwich/Burger","Rice and Peas, Coco Bread, Fries","Jamaican ( eg. brown stew, run down, escoveitch)",Orange Juice,Tropicana,Fruits (no milk)
4/4/2025 16:54:19,Male,Clarendon ,Teenager (12 - 19),Ackee & Saltfish,"Fry Dumpling, Breadfruit, Fritters, Festival","Scrambled Eggs, Sausage","Chicken, Fish, Pork","Fry Chicken, Bake Chicken, Barbe-Fry Chicken, Sandwich/Burger","Rice and Peas, Fries","Jamaican ( eg. brown stew, run down, escoveitch)",Orange Juice,Tropicana,Fruits (no milk)
4/4/2025 16:54:58,Male,,Teenager (12 - 19),Beans and sausage,"Fry Dumpling, Fritters, Hashbrown","Pancakes, French Toast, Scrambled Eggs, Sausage, Fruits","Chicken, Fish, Beef","Fry Chicken, Bake Chicken, Barbe-Fry Chicken, Jerk Chicken, Mutton, Patty, Pizza, Sandwich/Burger","Rice and Peas, Coco Bread, White Rice, Alfredo pasta, Mashed potatoes, Fries, Raw vegetables salad, Macaroni salad",Chinese (eg. stir fries),Guava pineapple Juice,Soft drink,"Banana, oats, nutmegs, almond milk"
4/4/2025 16:55:20,Female,Kingston 7,Young Adult (20 - 29),Beans and sausage,"Ground Provision/ Soul Food, Fry Dumpling, Boiled Dumpling, Fritters",Porridge,"Chicken, Pork, Goat, Beef","Fry Chicken, Barbe-Fry Chicken, Curry Goat, Patty","Rice and Peas, White Rice","Jamaican ( eg. brown stew, run down, escoveitch)",Pine & ginger Juice,Soft drink,Fruits (no milk)
4/4/2025 16:56:42,Female,Kingston 2,Young Adult (20 - 29),Liver,"Ground Provision/ Soul Food, Boiled Dumpling, Bammy, Breadfruit, Fritters",Fruits,"Chicken, Fish, Goat, Beef","Fry Chicken, Patty, Sandwich/Burger",Fries,"Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice, Guava pineapple Juice",Soft drink,"Banana, oats, nutmegs, almond milk"
4/4/2025 16:58:02,Female,,Young Adult (20 - 29),Ackee & Saltfish,"Ground Provision/ Soul Food, Fry Dumpling, Boiled Dumpling, Breadfruit, Fritters","Porridge, Sandwich, Fruits","Chicken, Fish, Pork, Goat","Fry Chicken, Bake Chicken, Barbe-Fry Chicken, Curry Goat, Soup","Rice and Peas, White Rice, Fries, Raw vegetables salad",Indian (eg. curry),"Pine & ginger Juice, Juneplum Juice, Guava pineapple Juice, Beetroot Juice, Orange Juice",Tropical Rythm,Fruits (no milk)
4/4/2025 17:00:43,Female,,Young Adult (20 - 29),Egg,Fry Dumpling,"Scrambled Eggs, Sandwich","Chicken, Fish","Fry Chicken, Bake Chicken, Barbe-Fry Chicken, Patty","Rice and Peas, Coco Bread",Indian (eg. curry),Orange Juice,Soft drink,Fruits (with milk)
4/4/2025 17:03:53,Female,,Young Adult (20 - 29),Ackee & Saltfish,Fry Dumpling,"Pancakes, Scrambled Eggs, Sandwich","Chicken, Fish","Fry Chicken, Barbe-Fry Chicken, Patty, Sandwich/Burger","Rice and Peas, Coco Bread, Fries","Jamaican ( eg. brown stew, run down, escoveitch)",Pine & ginger Juice,Pepsi,"Banana, oats, nutmegs, almond milk"
4/4/2025 17:08:13,Male,,Young Adult (20 - 29),Ackee & Saltfish,Breadfruit,Cereal,Chicken,"Fry Chicken, Patty, Sandwich/Burger","Coco Bread, Fries","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice, Guava pineapple Juice",Soft drink,Fruits (no milk)
4/4/2025 17:08:14,Female,Kingston 2,Teenager (12 - 19),Ackee & Saltfish,"Boiled Dumpling, Hashbrown","Porridge, Pancakes, French Toast, Waffles, Bacon, Scrambled Eggs, Sandwich, Sausage, Fruits","Chicken, Fish, Pork, Goat, Beef","Fry Chicken, Bake Chicken, Barbe-Fry Chicken, Jerk Chicken, Curry Goat, Jerk Pork, Escovitch Fish, Brown Stew Fish, Patty, Pizza, Sandwich/Burger","Coco Bread, White Rice, Alfredo pasta, Mashed potatoes, Fries, Raw vegetables salad, Macaroni salad, Festival","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice, Guava pineapple Juice, Orange Juice",Soft drink,"Banana, oats, nutmegs, almond milk"
4/4/2025 17:52:00,Male,,Young Adult (20 - 29),Kidney,"Ground Provision/ Soul Food, Fry Dumpling, Boiled Dumpling, Breadfruit, Fritters","Scrambled Eggs, Sandwich, Sausage","Chicken, Fish, Pork, Goat, Beef","Fry Chicken, Bake Chicken, Barbe-Fry Chicken, Patty","Rice and Peas, Coco Bread, Fries","Jamaican ( eg. brown stew, run down, escoveitch)","Pine & ginger Juice, Juneplum Juice, Guava pineapple Juice, Orange Juice",Tropicana,Fruits (no milk)
4/4/2025 18:04:52,Female,,Young Adult (20 - 29),Porridge ,Fry Dumpling,Porridge,Chicken,"Fry Chicken, Patty",Rice and Peas,Indian (eg. curry),Pine & ginger Juice,Soft drink,Fruits (no milk)
4/4/2025 21:22:04,Female,Kingston 6,Young Adult (20 - 29),Egg,"Fry Dumpling, Breadfruit, Hashbrown",Sandwich,Chicken,"Fry Chicken, Patty, Sandwich/Burger","Alfredo pasta, Mashed potatoes",Chinese (eg. stir fries),Don’t drink any of these,Cran Wata,Don’t drink smoothies 
4/5/2025 10:59:19,Male,Kingston 3,Young Adult (20 - 29),Ackee & Saltfish,"Fry Dumpling, Breadfruit","Porridge, Scrambled Eggs","Chicken, Pork, Beef","Fry Chicken, Barbe-Fry Chicken, Stew Pork, Soup, Patty","Rice and Peas, Coco Bread, Mashed potatoes","Jamaican ( eg. brown stew, run down, escoveitch)","Guava pineapple Juice, Orange Juice",Cran Wata,"Banana, oats, nutmegs, almond milk"
4/5/2025 13:44:18,Female,Kingston 11,Millennials (30 - 44),Ackee & Saltfish,"Ground Provision/ Soul Food, Boiled Dumpling, Bammy, Breadfruit, Fritters, Hashbrown","French Toast, Scrambled Eggs, Sandwich, Sausage, Fruits","Chicken, Fish, Goat, Beef","Fry Chicken, Bake Chicken, Jerk Chicken, Curry Goat, Escovitch Fish, Patty, Sandwich/Burger","Rice and Peas, Coco Bread, Mashed potatoes, Fries, Macaroni salad, Festival","Jamaican ( eg. brown stew, run down, escoveitch)","Beetroot Juice, Orange Juice",Water,Fruits (no milk)
4/5/2025 15:20:13,Female,,Generation x ( 45+),Liver,"Fry Dumpling, Bammy","Porridge, Scrambled Eggs",Chicken,"Bake Chicken, Soup","Rice and Peas, Mashed potatoes",Chinese (eg. stir fries),Orange Juice,Tropicana,Fruits (no milk)
4/6/2025 1:05:12,Male,Kingston 20,Young Adult (20 - 29),Liver,"Ground Provision/ Soul Food, Bammy, Breadfruit",Scrambled Eggs,Beef,"Bake Chicken, Barbe-Fry Chicken, Jerk Chicken, Escovitch Fish","Mashed potatoes, Raw vegetables salad","Jamaican ( eg. brown stew, run down, escoveitch)",Guava pineapple Juice,Cran Wata,"Banana, oats, nutmegs, almond milk"
4/7/2025 20:39:29,Male,Kingston 6,Young Adult (20 - 29),Ackee & Saltfish,"Ground Provision/ Soul Food, Fry Dumpling, Boiled Dumpling, Bammy, Breadfruit, Fritters, Festival","Porridge, Pancakes, French Toast, Waffles, Bacon, Scrambled Eggs, Sandwich, Sausage, Fruits, Plantains","Chicken, Pork, Beef","Fry Chicken, Bake Chicken, Barbe-Fry Chicken, Jerk Chicken, Mutton, Curry Goat, Jerk Pork, Stew Pork, Soup, Patty, Pizza, Sandwich/Burger","Rice and Peas, White Rice","Jamaican ( eg. brown stew, run down, escoveitch)","Guava pineapple Juice, Orange Juice",Tropical Rythm,Fruits (no milk)
4/7/2025 20:41:13,Female,,Young Adult (20 - 29),Egg,"Fry Dumpling, Fritters","Porridge, Bacon, Scrambled Eggs",Goat,Patty,Coco Bread,Indian (eg. curry),Orange Juice,Sparkling Cran Wata,"Banana, oats, nutmegs, almond milk"
4/7/2025 20:42:30,Male,Kingston 6,Young Adult (20 - 29),Ackee & Saltfish,Ground Provision/ Soul Food,Porridge,Fish,Barbe-Fry Chicken,Rice and Peas,Indian (eg. curry),Juneplum Juice,Cran Wata,"Banana, oats, nutmegs, almond milk"
4/7/2025 20:46:20,Female,,Young Adult (20 - 29),Ackee & Saltfish,"Ground Provision/ Soul Food, Fry Dumpling, Boiled Dumpling, Breadfruit, Fritters","Pancakes, Bacon, Scrambled Eggs, Sausage, Fruits","Chicken, Fish, Goat, Beef","Fry Chicken, Bake Chicken, Barbe-Fry Chicken, Jerk Chicken, Curry Goat, Escovitch Fish, Brown Stew Fish, Soup, Patty, Pizza, Sandwich/Burger","Rice and Peas, Coco Bread, White Rice, Fries, Festival",Indian (eg. curry),"Pine & ginger Juice, Juneplum Juice, Guava pineapple Juice, Orange Juice",Soft drink,Fruits (no milk)
